"","date","hour","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","A_2","A_3","B_1","B_3","C_1","y"
"12954","2016-08-17","23:20",997.5,1002.3,10,1.1,29.1,85,0,0,0,0,0,0,NA
"12955","2016-08-17","23:40",997.5,1002.3,10,1.1,29.1,85,0,1,0,0,0,0,NA
"12956","2016-08-17","23:40",997.5,1002.3,10,1.1,29.1,85,0,0,1,0,0,0,NA
"12957","2016-08-17","23:40",997.5,1002.3,10,1.1,29.1,85,0,0,0,1,0,0,NA
"12958","2016-08-17","23:40",997.5,1002.3,10,1.1,29.1,85,0,0,0,0,1,0,NA
"12959","2016-08-17","23:40",997.5,1002.3,10,1.1,29.1,85,0,0,0,0,0,1,NA
"12960","2016-08-17","23:40",997.5,1002.3,10,1.1,29.1,85,0,0,0,0,0,0,NA
"12961","2016-08-18","00:00",998.2,1003,307,1.3,29.5,84,0,1,0,0,0,0,46.05
"12962","2016-08-18","00:00",998.2,1003,307,1.3,29.5,84,0,0,1,0,0,0,NA
"12963","2016-08-18","00:00",998.2,1003,307,1.3,29.5,84,0,0,0,1,0,0,NA
"12964","2016-08-18","00:00",998.2,1003,307,1.3,29.5,84,0,0,0,0,1,0,NA
"12965","2016-08-18","00:00",998.2,1003,307,1.3,29.5,84,0,0,0,0,0,1,NA
"12966","2016-08-18","00:00",998.2,1003,307,1.3,29.5,84,0,0,0,0,0,0,NA
"12967","2016-08-18","00:20",998.2,1003,307,1.3,29.5,84,0,1,0,0,0,0,NA
"12968","2016-08-18","00:20",998.2,1003,307,1.3,29.5,84,0,0,1,0,0,0,NA
"12969","2016-08-18","00:20",998.2,1003,307,1.3,29.5,84,0,0,0,1,0,0,NA
"12970","2016-08-18","00:20",998.2,1003,307,1.3,29.5,84,0,0,0,0,1,0,NA
"12971","2016-08-18","00:20",998.2,1003,307,1.3,29.5,84,0,0,0,0,0,1,NA
"12972","2016-08-18","00:20",998.2,1003,307,1.3,29.5,84,0,0,0,0,0,0,NA
"12973","2016-08-18","00:40",998.2,1003,307,1.3,29.5,84,0,1,0,0,0,0,NA
"12974","2016-08-18","00:40",998.2,1003,307,1.3,29.5,84,0,0,1,0,0,0,66.97
"12975","2016-08-18","00:40",998.2,1003,307,1.3,29.5,84,0,0,0,1,0,0,NA
"12976","2016-08-18","00:40",998.2,1003,307,1.3,29.5,84,0,0,0,0,1,0,NA
"12977","2016-08-18","00:40",998.2,1003,307,1.3,29.5,84,0,0,0,0,0,1,NA
"12978","2016-08-18","00:40",998.2,1003,307,1.3,29.5,84,0,0,0,0,0,0,NA
"12979","2016-08-18","01:00",998.2,1003,307,1.3,29.5,84,0,1,0,0,0,0,NA
"12980","2016-08-18","01:00",998.2,1003,307,1.3,29.5,84,0,0,1,0,0,0,NA
"12981","2016-08-18","01:00",998.2,1003,307,1.3,29.5,84,0,0,0,1,0,0,NA
"12982","2016-08-18","01:00",998.2,1003,307,1.3,29.5,84,0,0,0,0,1,0,NA
"12983","2016-08-18","01:00",998.2,1003,307,1.3,29.5,84,0,0,0,0,0,1,NA
"12984","2016-08-18","01:00",998.2,1003,307,1.3,29.5,84,0,0,0,0,0,0,NA
"12985","2016-08-18","01:20",998.2,1003,307,1.3,29.5,84,0,1,0,0,0,0,21.38
"12986","2016-08-18","01:20",998.2,1003,307,1.3,29.5,84,0,0,1,0,0,0,70.53
"12987","2016-08-18","01:20",998.2,1003,307,1.3,29.5,84,0,0,0,1,0,0,NA
"12988","2016-08-18","01:20",998.2,1003,307,1.3,29.5,84,0,0,0,0,1,0,NA
"12989","2016-08-18","01:20",998.2,1003,307,1.3,29.5,84,0,0,0,0,0,1,NA
"12990","2016-08-18","01:20",998.2,1003,307,1.3,29.5,84,0,0,0,0,0,0,NA
"12991","2016-08-18","01:40",998.2,1003,307,1.3,29.5,84,0,1,0,0,0,0,NA
"12992","2016-08-18","01:40",998.2,1003,307,1.3,29.5,84,0,0,1,0,0,0,NA
"12993","2016-08-18","01:40",998.2,1003,307,1.3,29.5,84,0,0,0,1,0,0,NA
"12994","2016-08-18","01:40",998.2,1003,307,1.3,29.5,84,0,0,0,0,1,0,NA
"12995","2016-08-18","01:40",998.2,1003,307,1.3,29.5,84,0,0,0,0,0,1,NA
"12996","2016-08-18","01:40",998.2,1003,307,1.3,29.5,84,0,0,0,0,0,0,NA
"12997","2016-08-18","02:00",998.2,1003,307,1.3,29.5,84,0,1,0,0,0,0,NA
"12998","2016-08-18","02:00",998.2,1003,307,1.3,29.5,84,0,0,1,0,0,0,NA
"12999","2016-08-18","02:00",998.2,1003,307,1.3,29.5,84,0,0,0,1,0,0,NA
"13000","2016-08-18","02:00",998.2,1003,307,1.3,29.5,84,0,0,0,0,1,0,NA
"13001","2016-08-18","02:00",998.2,1003,307,1.3,29.5,84,0,0,0,0,0,1,NA
"13002","2016-08-18","02:00",998.2,1003,307,1.3,29.5,84,0,0,0,0,0,0,NA
"13003","2016-08-18","02:20",998.2,1003,307,1.3,29.5,84,0,1,0,0,0,0,NA
"13004","2016-08-18","02:20",998.2,1003,307,1.3,29.5,84,0,0,1,0,0,0,NA
"13005","2016-08-18","02:20",998.2,1003,307,1.3,29.5,84,0,0,0,1,0,0,135.24
"13006","2016-08-18","02:20",998.2,1003,307,1.3,29.5,84,0,0,0,0,1,0,NA
"13007","2016-08-18","02:20",998.2,1003,307,1.3,29.5,84,0,0,0,0,0,1,NA
"13008","2016-08-18","02:20",998.2,1003,307,1.3,29.5,84,0,0,0,0,0,0,NA
"13009","2016-08-18","02:40",998.2,1003,307,1.3,29.5,84,0,1,0,0,0,0,40.71
"13010","2016-08-18","02:40",998.2,1003,307,1.3,29.5,84,0,0,1,0,0,0,100
"13011","2016-08-18","02:40",998.2,1003,307,1.3,29.5,84,0,0,0,1,0,0,NA
"13012","2016-08-18","02:40",998.2,1003,307,1.3,29.5,84,0,0,0,0,1,0,NA
"13013","2016-08-18","02:40",998.2,1003,307,1.3,29.5,84,0,0,0,0,0,1,NA
"13014","2016-08-18","02:40",998.2,1003,307,1.3,29.5,84,0,0,0,0,0,0,NA
"13015","2016-08-18","03:00",997.7,1002.5,321,1.8,33.3,67,0,1,0,0,0,0,43.7
"13016","2016-08-18","03:00",997.7,1002.5,321,1.8,33.3,67,0,0,1,0,0,0,NA
"13017","2016-08-18","03:00",997.7,1002.5,321,1.8,33.3,67,0,0,0,1,0,0,NA
"13018","2016-08-18","03:00",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,1,0,NA
"13019","2016-08-18","03:00",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,0,1,NA
"13020","2016-08-18","03:00",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,0,0,NA
"13021","2016-08-18","03:20",997.7,1002.5,321,1.8,33.3,67,0,1,0,0,0,0,51.31
"13022","2016-08-18","03:20",997.7,1002.5,321,1.8,33.3,67,0,0,1,0,0,0,NA
"13023","2016-08-18","03:20",997.7,1002.5,321,1.8,33.3,67,0,0,0,1,0,0,NA
"13024","2016-08-18","03:20",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,1,0,NA
"13025","2016-08-18","03:20",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,0,1,NA
"13026","2016-08-18","03:20",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,0,0,NA
"13027","2016-08-18","03:40",997.7,1002.5,321,1.8,33.3,67,0,1,0,0,0,0,79.74
"13028","2016-08-18","03:40",997.7,1002.5,321,1.8,33.3,67,0,0,1,0,0,0,141.4
"13029","2016-08-18","03:40",997.7,1002.5,321,1.8,33.3,67,0,0,0,1,0,0,NA
"13030","2016-08-18","03:40",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,1,0,NA
"13031","2016-08-18","03:40",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,0,1,NA
"13032","2016-08-18","03:40",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,0,0,NA
"13033","2016-08-18","04:00",997.7,1002.5,321,1.8,33.3,67,0,1,0,0,0,0,NA
"13034","2016-08-18","04:00",997.7,1002.5,321,1.8,33.3,67,0,0,1,0,0,0,79.09
"13035","2016-08-18","04:00",997.7,1002.5,321,1.8,33.3,67,0,0,0,1,0,0,NA
"13036","2016-08-18","04:00",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,1,0,NA
"13037","2016-08-18","04:00",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,0,1,NA
"13038","2016-08-18","04:00",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,0,0,NA
"13039","2016-08-18","04:20",997.7,1002.5,321,1.8,33.3,67,0,1,0,0,0,0,44.33
"13040","2016-08-18","04:20",997.7,1002.5,321,1.8,33.3,67,0,0,1,0,0,0,NA
"13041","2016-08-18","04:20",997.7,1002.5,321,1.8,33.3,67,0,0,0,1,0,0,132.29
"13042","2016-08-18","04:20",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,1,0,NA
"13043","2016-08-18","04:20",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,0,1,NA
"13044","2016-08-18","04:20",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,0,0,NA
"13045","2016-08-18","04:40",997.7,1002.5,321,1.8,33.3,67,0,1,0,0,0,0,56.1
"13046","2016-08-18","04:40",997.7,1002.5,321,1.8,33.3,67,0,0,1,0,0,0,NA
"13047","2016-08-18","04:40",997.7,1002.5,321,1.8,33.3,67,0,0,0,1,0,0,NA
"13048","2016-08-18","04:40",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,1,0,NA
"13049","2016-08-18","04:40",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,0,1,NA
"13050","2016-08-18","04:40",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,0,0,NA
"13051","2016-08-18","05:00",997.7,1002.5,321,1.8,33.3,67,0,1,0,0,0,0,67.36
"13052","2016-08-18","05:00",997.7,1002.5,321,1.8,33.3,67,0,0,1,0,0,0,116.37
"13053","2016-08-18","05:00",997.7,1002.5,321,1.8,33.3,67,0,0,0,1,0,0,NA
"13054","2016-08-18","05:00",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,1,0,135.4
"13055","2016-08-18","05:00",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,0,1,NA
"13056","2016-08-18","05:00",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,0,0,NA
"13057","2016-08-18","05:20",997.7,1002.5,321,1.8,33.3,67,0,1,0,0,0,0,55.82
"13058","2016-08-18","05:20",997.7,1002.5,321,1.8,33.3,67,0,0,1,0,0,0,NA
"13059","2016-08-18","05:20",997.7,1002.5,321,1.8,33.3,67,0,0,0,1,0,0,NA
"13060","2016-08-18","05:20",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,1,0,69.63
"13061","2016-08-18","05:20",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,0,1,NA
"13062","2016-08-18","05:20",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,0,0,NA
"13063","2016-08-18","05:40",997.7,1002.5,321,1.8,33.3,67,0,1,0,0,0,0,36.23
"13064","2016-08-18","05:40",997.7,1002.5,321,1.8,33.3,67,0,0,1,0,0,0,NA
"13065","2016-08-18","05:40",997.7,1002.5,321,1.8,33.3,67,0,0,0,1,0,0,NA
"13066","2016-08-18","05:40",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,1,0,NA
"13067","2016-08-18","05:40",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,0,1,NA
"13068","2016-08-18","05:40",997.7,1002.5,321,1.8,33.3,67,0,0,0,0,0,0,NA
"13069","2016-08-18","06:00",996,1000.8,100,2.9,36,51,0,1,0,0,0,0,40.41
"13070","2016-08-18","06:00",996,1000.8,100,2.9,36,51,0,0,1,0,0,0,116.26
"13071","2016-08-18","06:00",996,1000.8,100,2.9,36,51,0,0,0,1,0,0,NA
"13072","2016-08-18","06:00",996,1000.8,100,2.9,36,51,0,0,0,0,1,0,91.78
"13073","2016-08-18","06:00",996,1000.8,100,2.9,36,51,0,0,0,0,0,1,NA
"13074","2016-08-18","06:00",996,1000.8,100,2.9,36,51,0,0,0,0,0,0,353.18
"13075","2016-08-18","06:20",996,1000.8,100,2.9,36,51,0,1,0,0,0,0,41.4
"13076","2016-08-18","06:20",996,1000.8,100,2.9,36,51,0,0,1,0,0,0,104.87
"13077","2016-08-18","06:20",996,1000.8,100,2.9,36,51,0,0,0,1,0,0,NA
"13078","2016-08-18","06:20",996,1000.8,100,2.9,36,51,0,0,0,0,1,0,103.59
"13079","2016-08-18","06:20",996,1000.8,100,2.9,36,51,0,0,0,0,0,1,NA
"13080","2016-08-18","06:20",996,1000.8,100,2.9,36,51,0,0,0,0,0,0,NA
"13081","2016-08-18","06:40",996,1000.8,100,2.9,36,51,0,1,0,0,0,0,48.21
"13082","2016-08-18","06:40",996,1000.8,100,2.9,36,51,0,0,1,0,0,0,111.14
"13083","2016-08-18","06:40",996,1000.8,100,2.9,36,51,0,0,0,1,0,0,259.8
"13084","2016-08-18","06:40",996,1000.8,100,2.9,36,51,0,0,0,0,1,0,131.81
"13085","2016-08-18","06:40",996,1000.8,100,2.9,36,51,0,0,0,0,0,1,NA
"13086","2016-08-18","06:40",996,1000.8,100,2.9,36,51,0,0,0,0,0,0,NA
"13087","2016-08-18","07:00",996,1000.8,100,2.9,36,51,0,1,0,0,0,0,56.65
"13088","2016-08-18","07:00",996,1000.8,100,2.9,36,51,0,0,1,0,0,0,84.09
"13089","2016-08-18","07:00",996,1000.8,100,2.9,36,51,0,0,0,1,0,0,112.68
"13090","2016-08-18","07:00",996,1000.8,100,2.9,36,51,0,0,0,0,1,0,58.19
"13091","2016-08-18","07:00",996,1000.8,100,2.9,36,51,0,0,0,0,0,1,NA
"13092","2016-08-18","07:00",996,1000.8,100,2.9,36,51,0,0,0,0,0,0,NA
"13093","2016-08-18","07:20",996,1000.8,100,2.9,36,51,0,1,0,0,0,0,47.7
"13094","2016-08-18","07:20",996,1000.8,100,2.9,36,51,0,0,1,0,0,0,121.3
"13095","2016-08-18","07:20",996,1000.8,100,2.9,36,51,0,0,0,1,0,0,NA
"13096","2016-08-18","07:20",996,1000.8,100,2.9,36,51,0,0,0,0,1,0,29.43
"13097","2016-08-18","07:20",996,1000.8,100,2.9,36,51,0,0,0,0,0,1,NA
"13098","2016-08-18","07:20",996,1000.8,100,2.9,36,51,0,0,0,0,0,0,NA
"13099","2016-08-18","07:40",996,1000.8,100,2.9,36,51,0,1,0,0,0,0,56.81
"13100","2016-08-18","07:40",996,1000.8,100,2.9,36,51,0,0,1,0,0,0,134.47
"13101","2016-08-18","07:40",996,1000.8,100,2.9,36,51,0,0,0,1,0,0,93.31
"13102","2016-08-18","07:40",996,1000.8,100,2.9,36,51,0,0,0,0,1,0,82.86
"13103","2016-08-18","07:40",996,1000.8,100,2.9,36,51,0,0,0,0,0,1,NA
"13104","2016-08-18","07:40",996,1000.8,100,2.9,36,51,0,0,0,0,0,0,NA
"13105","2016-08-18","08:00",996,1000.8,100,2.9,36,51,0,1,0,0,0,0,61.15
"13106","2016-08-18","08:00",996,1000.8,100,2.9,36,51,0,0,1,0,0,0,117.43
"13107","2016-08-18","08:00",996,1000.8,100,2.9,36,51,0,0,0,1,0,0,NA
"13108","2016-08-18","08:00",996,1000.8,100,2.9,36,51,0,0,0,0,1,0,112.72
"13109","2016-08-18","08:00",996,1000.8,100,2.9,36,51,0,0,0,0,0,1,NA
"13110","2016-08-18","08:00",996,1000.8,100,2.9,36,51,0,0,0,0,0,0,NA
"13111","2016-08-18","08:20",996,1000.8,100,2.9,36,51,0,1,0,0,0,0,67.35
"13112","2016-08-18","08:20",996,1000.8,100,2.9,36,51,0,0,1,0,0,0,137.36
"13113","2016-08-18","08:20",996,1000.8,100,2.9,36,51,0,0,0,1,0,0,104.58
"13114","2016-08-18","08:20",996,1000.8,100,2.9,36,51,0,0,0,0,1,0,116.23
"13115","2016-08-18","08:20",996,1000.8,100,2.9,36,51,0,0,0,0,0,1,NA
"13116","2016-08-18","08:20",996,1000.8,100,2.9,36,51,0,0,0,0,0,0,NA
"13117","2016-08-18","08:40",996,1000.8,100,2.9,36,51,0,1,0,0,0,0,80
"13118","2016-08-18","08:40",996,1000.8,100,2.9,36,51,0,0,1,0,0,0,168.85
"13119","2016-08-18","08:40",996,1000.8,100,2.9,36,51,0,0,0,1,0,0,NA
"13120","2016-08-18","08:40",996,1000.8,100,2.9,36,51,0,0,0,0,1,0,86.87
"13121","2016-08-18","08:40",996,1000.8,100,2.9,36,51,0,0,0,0,0,1,NA
"13122","2016-08-18","08:40",996,1000.8,100,2.9,36,51,0,0,0,0,0,0,374.7
"13123","2016-08-18","09:00",995.5,1000.3,98,3.7,34.6,55,0,1,0,0,0,0,88.96
"13124","2016-08-18","09:00",995.5,1000.3,98,3.7,34.6,55,0,0,1,0,0,0,272.54
"13125","2016-08-18","09:00",995.5,1000.3,98,3.7,34.6,55,0,0,0,1,0,0,111.67
"13126","2016-08-18","09:00",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,1,0,199.38
"13127","2016-08-18","09:00",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,0,1,NA
"13128","2016-08-18","09:00",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,0,0,282.29
"13129","2016-08-18","09:20",995.5,1000.3,98,3.7,34.6,55,0,1,0,0,0,0,82.85
"13130","2016-08-18","09:20",995.5,1000.3,98,3.7,34.6,55,0,0,1,0,0,0,247.14
"13131","2016-08-18","09:20",995.5,1000.3,98,3.7,34.6,55,0,0,0,1,0,0,NA
"13132","2016-08-18","09:20",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,1,0,164.66
"13133","2016-08-18","09:20",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,0,1,NA
"13134","2016-08-18","09:20",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,0,0,178.04
"13135","2016-08-18","09:40",995.5,1000.3,98,3.7,34.6,55,0,1,0,0,0,0,71.41
"13136","2016-08-18","09:40",995.5,1000.3,98,3.7,34.6,55,0,0,1,0,0,0,171.26
"13137","2016-08-18","09:40",995.5,1000.3,98,3.7,34.6,55,0,0,0,1,0,0,182.07
"13138","2016-08-18","09:40",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,1,0,135.4
"13139","2016-08-18","09:40",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,0,1,105.99
"13140","2016-08-18","09:40",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,0,0,154.09
"13141","2016-08-18","10:00",995.5,1000.3,98,3.7,34.6,55,0,1,0,0,0,0,54.28
"13142","2016-08-18","10:00",995.5,1000.3,98,3.7,34.6,55,0,0,1,0,0,0,137.05
"13143","2016-08-18","10:00",995.5,1000.3,98,3.7,34.6,55,0,0,0,1,0,0,155.24
"13144","2016-08-18","10:00",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,1,0,87.8
"13145","2016-08-18","10:00",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,0,1,NA
"13146","2016-08-18","10:00",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,0,0,215.38
"13147","2016-08-18","10:20",995.5,1000.3,98,3.7,34.6,55,0,1,0,0,0,0,57.72
"13148","2016-08-18","10:20",995.5,1000.3,98,3.7,34.6,55,0,0,1,0,0,0,120.89
"13149","2016-08-18","10:20",995.5,1000.3,98,3.7,34.6,55,0,0,0,1,0,0,NA
"13150","2016-08-18","10:20",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,1,0,91.84
"13151","2016-08-18","10:20",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,0,1,133.31
"13152","2016-08-18","10:20",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,0,0,NA
"13153","2016-08-18","10:40",995.5,1000.3,98,3.7,34.6,55,0,1,0,0,0,0,65.34
"13154","2016-08-18","10:40",995.5,1000.3,98,3.7,34.6,55,0,0,1,0,0,0,91.98
"13155","2016-08-18","10:40",995.5,1000.3,98,3.7,34.6,55,0,0,0,1,0,0,NA
"13156","2016-08-18","10:40",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,1,0,138.49
"13157","2016-08-18","10:40",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,0,1,NA
"13158","2016-08-18","10:40",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,0,0,155.24
"13159","2016-08-18","11:00",995.5,1000.3,98,3.7,34.6,55,0,1,0,0,0,0,60.59
"13160","2016-08-18","11:00",995.5,1000.3,98,3.7,34.6,55,0,0,1,0,0,0,77.97
"13161","2016-08-18","11:00",995.5,1000.3,98,3.7,34.6,55,0,0,0,1,0,0,116.43
"13162","2016-08-18","11:00",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,1,0,68.77
"13163","2016-08-18","11:00",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,0,1,NA
"13164","2016-08-18","11:00",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,0,0,171.47
"13165","2016-08-18","11:20",995.5,1000.3,98,3.7,34.6,55,0,1,0,0,0,0,36.44
"13166","2016-08-18","11:20",995.5,1000.3,98,3.7,34.6,55,0,0,1,0,0,0,82.31
"13167","2016-08-18","11:20",995.5,1000.3,98,3.7,34.6,55,0,0,0,1,0,0,NA
"13168","2016-08-18","11:20",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,1,0,81.83
"13169","2016-08-18","11:20",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,0,1,NA
"13170","2016-08-18","11:20",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,0,0,NA
"13171","2016-08-18","11:40",995.5,1000.3,98,3.7,34.6,55,0,1,0,0,0,0,59.92
"13172","2016-08-18","11:40",995.5,1000.3,98,3.7,34.6,55,0,0,1,0,0,0,99.52
"13173","2016-08-18","11:40",995.5,1000.3,98,3.7,34.6,55,0,0,0,1,0,0,NA
"13174","2016-08-18","11:40",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,1,0,284.58
"13175","2016-08-18","11:40",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,0,1,NA
"13176","2016-08-18","11:40",995.5,1000.3,98,3.7,34.6,55,0,0,0,0,0,0,166.99
"13177","2016-08-18","12:00",996.4,1001.2,93,2.5,31.7,67,0,1,0,0,0,0,65.99
"13178","2016-08-18","12:00",996.4,1001.2,93,2.5,31.7,67,0,0,1,0,0,0,94.25
"13179","2016-08-18","12:00",996.4,1001.2,93,2.5,31.7,67,0,0,0,1,0,0,NA
"13180","2016-08-18","12:00",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,1,0,110.68
"13181","2016-08-18","12:00",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,0,1,NA
"13182","2016-08-18","12:00",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,0,0,128.81
"13183","2016-08-18","12:20",996.4,1001.2,93,2.5,31.7,67,0,1,0,0,0,0,64.56
"13184","2016-08-18","12:20",996.4,1001.2,93,2.5,31.7,67,0,0,1,0,0,0,107.85
"13185","2016-08-18","12:20",996.4,1001.2,93,2.5,31.7,67,0,0,0,1,0,0,106.11
"13186","2016-08-18","12:20",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,1,0,70.74
"13187","2016-08-18","12:20",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,0,1,NA
"13188","2016-08-18","12:20",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,0,0,NA
"13189","2016-08-18","12:40",996.4,1001.2,93,2.5,31.7,67,0,1,0,0,0,0,92.15
"13190","2016-08-18","12:40",996.4,1001.2,93,2.5,31.7,67,0,0,1,0,0,0,91.22
"13191","2016-08-18","12:40",996.4,1001.2,93,2.5,31.7,67,0,0,0,1,0,0,NA
"13192","2016-08-18","12:40",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,1,0,108
"13193","2016-08-18","12:40",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,0,1,133.73
"13194","2016-08-18","12:40",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,0,0,NA
"13195","2016-08-18","13:00",996.4,1001.2,93,2.5,31.7,67,0,1,0,0,0,0,51.5
"13196","2016-08-18","13:00",996.4,1001.2,93,2.5,31.7,67,0,0,1,0,0,0,122.71
"13197","2016-08-18","13:00",996.4,1001.2,93,2.5,31.7,67,0,0,0,1,0,0,NA
"13198","2016-08-18","13:00",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,1,0,110.83
"13199","2016-08-18","13:00",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,0,1,NA
"13200","2016-08-18","13:00",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,0,0,NA
"13201","2016-08-18","13:20",996.4,1001.2,93,2.5,31.7,67,0,1,0,0,0,0,53.36
"13202","2016-08-18","13:20",996.4,1001.2,93,2.5,31.7,67,0,0,1,0,0,0,111.58
"13203","2016-08-18","13:20",996.4,1001.2,93,2.5,31.7,67,0,0,0,1,0,0,NA
"13204","2016-08-18","13:20",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,1,0,91.67
"13205","2016-08-18","13:20",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,0,1,132.27
"13206","2016-08-18","13:20",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,0,0,131.81
"13207","2016-08-18","13:40",996.4,1001.2,93,2.5,31.7,67,0,1,0,0,0,0,71.52
"13208","2016-08-18","13:40",996.4,1001.2,93,2.5,31.7,67,0,0,1,0,0,0,108.21
"13209","2016-08-18","13:40",996.4,1001.2,93,2.5,31.7,67,0,0,0,1,0,0,NA
"13210","2016-08-18","13:40",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,1,0,110.42
"13211","2016-08-18","13:40",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,0,1,96.6
"13212","2016-08-18","13:40",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,0,0,178.79
"13213","2016-08-18","14:00",996.4,1001.2,93,2.5,31.7,67,0,1,0,0,0,0,68.9
"13214","2016-08-18","14:00",996.4,1001.2,93,2.5,31.7,67,0,0,1,0,0,0,108.86
"13215","2016-08-18","14:00",996.4,1001.2,93,2.5,31.7,67,0,0,0,1,0,0,101.05
"13216","2016-08-18","14:00",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,1,0,72.33
"13217","2016-08-18","14:00",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,0,1,NA
"13218","2016-08-18","14:00",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,0,0,167.4
"13219","2016-08-18","14:20",996.4,1001.2,93,2.5,31.7,67,0,1,0,0,0,0,54.83
"13220","2016-08-18","14:20",996.4,1001.2,93,2.5,31.7,67,0,0,1,0,0,0,110.78
"13221","2016-08-18","14:20",996.4,1001.2,93,2.5,31.7,67,0,0,0,1,0,0,93.21
"13222","2016-08-18","14:20",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,1,0,83.6
"13223","2016-08-18","14:20",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,0,1,152.97
"13224","2016-08-18","14:20",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,0,0,153.29
"13225","2016-08-18","14:40",996.4,1001.2,93,2.5,31.7,67,0,1,0,0,0,0,52.79
"13226","2016-08-18","14:40",996.4,1001.2,93,2.5,31.7,67,0,0,1,0,0,0,238.97
"13227","2016-08-18","14:40",996.4,1001.2,93,2.5,31.7,67,0,0,0,1,0,0,NA
"13228","2016-08-18","14:40",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,1,0,75.47
"13229","2016-08-18","14:40",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,0,1,NA
"13230","2016-08-18","14:40",996.4,1001.2,93,2.5,31.7,67,0,0,0,0,0,0,133.08
