"","00:00","00:20","00:40","01:00","01:20","01:40","02:00","02:20","02:40","03:00","03:20","03:40","04:00","04:20","04:40","05:00","05:20","05:40","06:00","06:20","06:40","07:00","07:20","07:40","08:00","08:20","08:40","09:00","09:20","09:40","10:00","10:20","10:40","11:00","11:20","11:40","12:00","12:20","12:40","13:00","13:20","13:40","14:00","14:20","14:40","15:00","15:20","15:40","16:00","16:20","16:40","17:00","17:20","17:40","18:00","18:20","18:40","19:00","19:20","19:40","20:00","20:20","20:40","21:00","21:20","21:40","22:00","22:20","22:40","23:00","23:20","23:40"
"2016-09-08",0,69.2,0,80.08,0,69.28,0,0,0,74.09,60.04,119.38,0,117.12,89.11,76.37,0,0,97.14,105.47,101.47,115.59,106.67,91.41,126.32,95.53,100.76,110.9,103.54,104.23,100.37,107.28,103.29,115.87,110.77,111.51,93.01,110.73,105.86,109.61,110.48,103.61,102.78,98.11,113.46,104.82,119.67,168.69,106.07,89.6,115.75,108.57,95.3,100.67,85.03,127.7,79.25,111.45,92.41,127.22,116.09,95.5,100.09,110.77,110.2,86.26,91.97,120.31,0,0,0,159.88
"2016-09-09",0,0,89.02,0,0,60.68,0,0,0,0,0,0,84.58,105.26,0,0,108.49,84.93,81.75,122.41,122.7,174.44,147.63,127.58,138.46,182.56,171.04,208.08,190.96,140.58,109.49,102.58,93.74,108.82,81.68,99.59,102.05,107.27,83.81,119.31,84.61,97.93,113.12,123.82,121.76,109.41,97.74,123.23,105.45,91.8,95.33,82.18,108.59,114.85,108.46,108.55,123.18,98.62,109,116.19,126.49,102.97,86.83,130.01,96.02,81.19,104.98,93.8,78.94,69.42,73.59,0
"2016-09-10",101.89,0,112.57,93.08,131.25,0,0,104.94,78.25,110.19,135.06,0,0,0,0,0,0,111.97,0,98.83,106.85,88.81,77.06,99.27,123.36,214.22,203.34,215.5,193.1,168.01,117.12,117.97,99.73,90.22,91.88,105.13,109.89,97.91,108.63,111.89,123.16,96.61,114.73,125.75,156.77,161.13,110.02,134.34,132.38,147.39,127.86,204.5,165.94,167.75,170.97,186.38,174.27,121.21,85.85,107.09,105.18,117.35,97.43,86.22,111.14,110.75,93.85,110.85,114.73,90.06,0,105.8
"2016-09-11",67.64,132.19,0,0,78.28,137.71,65.08,0,96.02,0,0,168.72,0,0,0,0,100.55,106.42,104.57,173.61,117,107.18,107.66,113.34,106.12,114.5,158.94,160.47,189.32,183.64,154.53,125.36,93.96,116.16,111.55,101.89,101.14,87.75,106.67,124.1,174.44,0,141.25,34.5,154.29,181.39,91.83,126.57,132.54,137.03,162.99,131.27,165.65,120.46,90.29,91.59,102.21,113.92,98.93,102.14,93.82,91.17,88.61,86.14,86.95,107.37,0,75.8,103.43,0,80.52,72.72
"2016-09-12",87.05,0,0,0,0,0,76.89,125.23,0,0,0,0,70.47,81.57,0,115.35,109.54,90.92,114.39,91.68,99.09,99.32,107.96,107.98,0,115.28,147.57,100.22,126.47,113.76,102.83,93.09,115.96,76.08,111.91,95.84,94.53,104.32,103.1,102.02,123.96,116.17,104.73,102.83,117.21,98.19,99.16,115.15,97.59,81.18,117.46,116.59,116.86,119.81,108.88,110.34,130.71,89.23,94.47,108.77,106.17,127.11,116.67,126.33,100.31,0,93.84,83.92,113.61,73.07,0,93.56
"2016-09-13",97.61,104.17,95.96,80,0,67.96,0,0,0,0,0,89.9,0,0,0,0,133.23,0,76.28,109.75,136.85,118.94,158.81,100.2,108.74,147.56,119.6,107.69,112.57,142.28,97.62,128.52,136.06,88.02,139.41,109.85,128.55,97.85,112.55,122.31,106.62,94.21,85.46,127.22,68.09,92.5,129.52,110.16,111.49,105.73,113.6,105.32,122.16,120.96,120.52,137.36,117.67,112.73,102.81,118.86,109.63,104.85,0,92.6,114.99,99.05,99.36,107.54,120.21,150.14,0,89.53
"2016-09-14",139.43,107.5,77.86,0,124.06,124.48,0,0,89.49,0,128.33,90.65,99.1,0,131.39,109.67,73,0,97.37,123.16,115.27,101.65,141.5,0,110.8,153.04,161.17,123.03,131.94,125.05,118.99,121.95,103.84,116.39,95.68,95.06,108.1,112.42,125.4,136.54,114.01,132.86,125.05,133.04,137.71,141.02,134.97,153.09,129.8,141.81,148.68,146.97,127.43,107.59,109.21,120.36,91.82,129.44,117.94,115.14,115.19,98.52,103.36,109.74,91.88,96.31,95.41,84.61,74.67,83.46,87.28,0
"2016-09-15",59.6,99.62,93.01,67,101.36,0,0,0,0,0,0,102.22,0,0,67.2,0,110.76,88.57,85.36,104.05,115.02,146.35,97.99,95.23,81.41,145.76,141.43,111.16,107.79,113.88,91.7,99.6,99.17,112.02,113.07,108.51,109.87,92.93,101.17,87.96,103.69,96.64,108.54,121.8,102.81,112.17,118.54,112.31,146.75,110.19,119.93,113.22,113.15,118.14,123.77,113.67,126.16,120.82,145.53,137.82,0,124.73,0,0,109,126.86,100.35,124.75,165.3,0,117.12,0
"2016-09-16",0,0,0,0,0,0,58.04,86.43,0,0,0,0,0,0,116.75,0,0,90.77,0,0,99.9,90.27,108.34,111.38,89,77.89,124.63,94.77,108.04,104.23,91.64,128.98,99.75,107.85,86.97,103.42,91.42,137.34,102.25,113.25,108.06,120.31,111.63,96.95,109.7,94.92,118.41,93.56,101.5,120.92,94.68,114.45,107.52,102,116.54,102.07,97.61,107.85,93.63,107.98,99.94,102.75,118.52,106.4,102.27,85.41,88.04,0,82.75,0,77.29,83.35
"2016-09-17",27.52,122.73,0,101.79,0,96.12,0,0,116.31,0,0,0,0,0,85.55,97.15,98.97,0,126.67,77.59,100.87,88.59,106.54,85.8,104.25,104.39,90.94,103.92,124.43,132.77,103.11,132.06,124.92,106.95,88.59,107.36,100.46,91.58,108.35,92.74,95.33,127.6,113.25,142.83,156.44,100.17,132.28,130.92,112.12,114.75,120.56,145.43,95.67,128.11,132.71,111.69,108.31,117.38,99.83,106.52,118.74,107.32,111.64,102.62,92.92,0,74.07,112.64,76.36,88.86,0,0
"2016-09-18",32.3,73.4,109.34,56.12,87.7,87.05,0,0,0,0,91.35,0,0,112.44,83.86,0,0,80.4,86.25,96.14,115.46,220.03,130.09,130.09,177,143.88,141.09,137.96,120.03,93.02,110.05,98.83,89.93,111.24,99.68,102.9,83.36,103.72,98.46,121.38,100.66,104.42,86.47,80.6,108.7,96.77,100.46,129.28,108.09,103.71,103.45,111.77,99.74,98.78,119.18,109.23,120.82,111.97,127.01,103.1,98.12,104.61,116.7,0,87.3,98.05,86.29,83.3,0,0,0,145.87
"2016-09-19",87.14,86.15,0,86.11,63.82,0,0,0,95.96,0,0,0,0,0,0,139.5,92.74,94.23,102.13,79.3,109.62,126.01,106.12,112.85,122.93,125.95,125.28,132.03,123.7,147.79,150.36,115.72,110.09,96.19,110.79,106.3,96.76,89.49,97.31,113.08,111.09,106.67,80.38,107.85,112.32,95.13,113.89,142.42,112.25,105.44,103.36,115.72,134.77,124.86,110.21,94.86,130.83,124.77,101.58,103.48,99.54,106.68,106.14,105.58,112.52,100.6,123.6,85.7,88.88,76.43,102.54,160.94
"2016-09-20",75.28,0,0,0,84.52,109.76,73.63,0,0,0,0,0,0,80.79,0,0,90.52,112.16,97.82,122.85,109.83,113.62,136.34,102.66,120.8,115.92,116.32,127.25,131.14,118.32,101.54,115.24,107.56,101.13,105.27,113.59,120.57,97.93,108.88,111.58,102.41,89.68,126.55,108,101.01,114.9,106.02,104.59,117.14,90.92,95.44,106.79,106.04,114.64,112.62,142.51,96.71,94.17,121.39,125.56,94.05,95.21,119.08,98.61,120.95,106.36,0,101.57,102.94,0,150.57,107.38
"2016-09-21",0,0,128.72,77.16,95.97,67.16,0,0,0,129.58,95.21,88.55,0,0,65.48,101.82,104.12,91.78,61.76,130.89,99.81,99.62,124.28,139.61,127.49,107.83,104.91,257.26,227,101.48,115.45,97.04,93.07,108.24,98.91,105.55,104.2,118.03,86.71,104.84,133.65,99.67,95.07,99.79,100.86,90.16,113.61,91.95,97.5,110.77,110.4,115.54,93.73,108.61,108.34,103.7,119.67,116.37,114.08,120.1,0,125.07,96.32,103.28,102.57,107.55,103.34,87.77,101.15,80.83,90.76,127.77
"2016-09-22",0,75.34,125.88,0,0,0,0,0,0,70.13,0,104.93,0,0,81.2,101.18,98.91,76.29,70.18,105.52,107.62,101.29,113.77,95.08,138.1,118.93,127.22,111.19,112.33,102.81,97.25,101.42,90.34,110.89,94.06,95.95,104.85,100.02,100.24,116.97,99.19,93.59,100.71,84.7,95.93,119.02,139.41,76.14,123.49,111.34,101.41,125.7,101.77,114.15,145.8,114.23,90.44,84,101.3,82.75,114.22,125.59,85.88,99.42,70.2,85.7,83.38,99.61,0,140,101.79,76.19
"2016-09-23",0,57.34,127.26,0,0,119.29,0,0,95.08,97.57,0,0,65.2,0,99.93,98.73,0,28.81,0,102.89,92.03,125.12,204.19,138.69,123.56,138.71,109.8,148.51,183.8,105.21,107.66,109.48,109.04,115.51,97.67,99.3,109.66,99.37,109.16,98.19,92.52,97.07,106.14,111.45,93.65,99.52,111.71,97.91,119.59,111.15,114.68,95.54,122.02,106.72,113.32,107.8,109.06,125.39,89.49,100.54,89.16,120.02,84.75,95.13,86.54,94.26,106.91,118.1,98.94,90.55,80.77,103.13
"2016-09-24",79.39,0,74.38,61.28,0,73.33,70.12,65.38,0,0,0,90.3,0,0,0,0,78.62,110.92,91.07,94.83,102.32,96.98,101.54,105.42,109.19,140.02,119.7,111.19,114.83,176.29,194.22,167.34,166.97,163.61,89.67,121.34,98.96,90.66,136.75,117.6,126.17,118.88,149.74,121.4,127.42,118.92,116.42,143.2,124.26,158.41,132.62,151.24,117.64,120.15,123.07,126.19,126.81,121.75,145.38,97.67,89.54,96.57,115.29,97.32,105.22,127.31,128.21,92.89,99.28,100.85,103.47,183.98
"2016-09-25",107.08,0,78.7,111.1,0,0,69.94,0,0,0,81,78.38,0,101.42,129,0,0,114.62,78.78,89.19,114.31,93.41,105.87,129.5,113.11,150.57,164.74,196.91,250.18,208.84,125.3,101.84,162.61,155.64,160.38,92.32,106.16,88.21,114.66,108.99,129.57,152.55,115.88,148.03,137.41,117.6,111.83,103.63,138.46,111.31,132.38,124.23,116.59,113.66,140.25,96.74,109.24,136.59,98.46,112.65,98.49,97.08,85.29,93.65,99.18,100.2,86.9,104.07,69.89,68.33,89.83,117.19
"2016-09-26",79.43,0,0,0,58.42,0,0,0,0,88.78,105.34,90.1,85.87,74.21,158.42,100.41,122.7,115.22,106.8,95.12,122.4,202.41,155.55,180.44,165.71,0,0,283.81,258.39,123.99,117.6,131.45,114.77,129.49,79.45,102.86,101.74,84.66,89.18,102.52,100.67,112.34,101.25,134.83,116.12,94.27,100.93,81.52,102.13,111.68,106.35,91.7,98.46,119.45,99.21,103.93,112.36,129.38,113.46,118.54,122.29,104.19,132.69,161.56,86.19,94.2,104.39,90.98,0,87.27,129.51,92.38
"2016-09-27",0,82.02,0,0,0,91.55,0,0,86.96,88.91,128.37,0,0,0,93.8,0,105,80.28,91.58,109.63,98.39,123.19,141.14,146.7,148.05,195.2,193.67,158.68,129.74,135.57,142.41,106.23,76.14,144.3,118.49,105.8,91.99,79.23,102.05,109.98,101.81,88.61,109.78,122.03,104.77,110.55,105.39,108.14,67,91.62,109.52,111.67,102.73,104.64,115.85,128.57,116.37,95.93,103.55,84.69,112.47,100.9,96.94,88.77,78.43,91.43,111.85,75.17,95.89,0,75.2,0
"2016-09-28",122.48,0,89.78,133.3,67.64,86.19,75.17,121.49,83.48,0,0,0,0,90.16,0,95.93,94.83,87.07,102.6,103.69,147.19,174.77,156.31,206.65,164.87,171.21,160.14,209.94,213.66,159.05,111.1,102.56,130.9,110.18,112.72,110.66,121.61,114.8,109.62,92.69,119.8,102.12,97.4,112.37,115.19,131.29,100.19,122.42,107.84,117.2,104.52,132.29,112.68,128.67,124.46,132.6,112.29,103.28,92.54,123.44,110.54,127.3,105.3,110.02,105.75,97.21,0,0,99.37,87.71,0,0
"2016-09-29",0,0,0,0,0,0,0,104.81,0,0,94.09,88.56,84.13,0,97.71,104.09,0,84.84,91.43,116.94,139.81,159.95,186.15,174.5,91.87,0,293.91,229.9,252.48,183.61,131.37,98.7,100.12,109.88,103.49,113.82,107.21,100.09,94.66,111.67,102.68,100.69,101.2,124.61,115.5,93.13,114.59,106.39,120.05,122.51,110.97,145.52,122.83,118.9,0,0,144.97,129.68,120.43,96.75,123.22,114.72,98.8,105.95,108.43,125.97,91.82,91.18,91.56,0,0,94.81
"2016-09-30",0,80.47,0,0,75.26,0,85.32,0,57.15,105.73,0,0,76.2,125.06,93.44,79.2,0,0,77.73,97.77,79.44,125.97,177.93,191.66,212.42,199.18,248.47,157.7,142.89,115.32,129.16,108.89,104.32,107.42,109.35,87.8,102.43,120.87,139.55,108.4,128.84,96.98,107.31,118.26,118.2,172.87,132.78,118.86,116.34,114.63,137.32,130.08,136.96,109.65,115.75,117.05,127.17,129.23,135.59,99.29,116.51,107.3,113.97,124.64,106.44,103.02,112.56,114.57,108.33,90.68,125.86,149.35
"2016-10-01",108.73,92.67,86.52,135.54,24.9,80.71,92,73.72,0,82.41,0,73.44,0,95.9,102.25,80.96,87.95,92.97,83.21,87.98,107.38,118.52,95.42,99.01,101.69,90.41,103.64,100.5,114.13,127.93,107.66,120.58,149.73,100.29,87.92,104.64,69.42,107.41,94.97,90.87,95.59,98.07,103.42,96.55,98.35,87.81,94.81,87.91,84.06,105.9,85.17,95.09,106.59,88.78,98.23,99.94,101.86,88.65,81.95,99.26,116.99,90.34,88.05,76.5,112.64,81.46,83.68,67.43,84.01,92.01,100.33,84.27
"2016-10-02",96.39,70.88,67.93,103.74,0,83.06,0,0,92.16,0,0,0,59.84,0,68.85,95.74,59.7,93.07,0,78.97,84.81,79.78,83.78,93.52,121.16,121.79,86.3,105.59,108.2,138.84,199.28,134.67,115.12,127.9,0,131.4,101.18,116.8,94.2,90.59,110.83,112.34,88.37,97.21,90.17,99.73,106.12,110.66,103.19,0,97.12,107.24,94.88,117.15,107.94,111.4,93.32,100.18,100.18,96.2,102.64,122.1,106.28,99.85,104.17,79.24,85.78,79.64,59.49,0,86.92,63.79
"2016-10-03",0,0,0,69.79,0,94.08,100,0,0,0,0,0,73,60.18,0,0,74.6,71.76,83.6,98.05,86.26,87.97,83.29,94,87.5,99.22,123.54,152.29,152.77,160.39,154.81,129.12,132.32,119.45,102.79,157.9,96.52,86.6,85.1,0,122.8,81.97,93.4,93.3,111.74,109.3,100.88,51.97,86.61,122.33,100.57,127.92,92.88,98.32,109.58,92.26,107.76,94.71,0,82.55,87.91,107.62,86.92,89.31,85.01,91.81,71.59,100.93,84.38,84.81,90.59,0
"2016-10-04",74.68,118.57,0,0,0,73.43,0,0,97.57,64.33,86.52,94.09,117.09,0,145.49,56.27,102.98,91.14,71.88,87.61,81.32,100.21,102.95,82.3,99.27,98.56,109.5,95.76,113.12,114.83,87.8,111.05,118.63,107.96,119.63,100.04,114.57,94.69,108.01,105.28,112.85,103.09,119.63,111.87,108.4,95.58,129.92,112.86,106.19,122.72,127.52,100.61,116.14,112.42,116.2,89.14,111.9,102.88,93.81,116.29,68.04,113.96,104.57,97.72,84.96,85.03,79.38,74.69,113.26,91.14,77.69,85.41
"2016-10-05",107.52,0,0,62.87,96.5,0,0,83.13,100.26,66.86,69.28,0,65.33,0,0,64.13,106.94,111.69,87.97,124.71,74.96,94.22,86.92,106.45,101.68,101.37,104.85,106.25,126.41,122.07,125.2,98.32,140.18,145.36,95.51,75.71,88.63,106.8,93.07,100.03,87.4,110.67,161.8,162.61,113.66,113.74,119.81,130.89,124.14,134.57,181.1,139.05,111.26,114.27,114.55,112.51,118.47,102.57,131.91,99.34,106.87,118.16,78.55,101.52,103.83,81.46,74.06,95.24,81.18,65.33,100.86,0
"2016-10-06",83.24,82.58,51.1,95.04,0,81.14,97.51,72.83,0,0,0,0,90.08,0,97.25,80.19,93.33,105.26,82.5,89.19,82.34,75.05,94.71,88.33,89.27,80.44,101.34,95.25,101.45,106.17,102.07,99.04,107.38,104.49,100.43,112.46,111.7,113.25,105.15,120.27,111.45,93.1,98.02,101.09,114.28,107.34,108.55,114.38,110.24,90.75,132.85,133.14,127.79,97.55,116.9,0,92,115.18,115.92,105.14,111.28,93.86,100.83,89.27,95.21,90.33,81.21,92.25,89.4,62.77,105.86,103.83
"2016-10-07",63.15,102.41,56.66,110.03,0,71.53,94.11,0,79.72,0,79.8,0,85.09,0,0,79.22,0,71.18,79.71,86.48,106.34,83.78,98.7,76.11,111.4,77.2,85.02,121.64,91.22,107.99,90.11,119.62,146.82,89,111.95,93.45,123.05,94.71,95.29,110.46,83.59,106.1,130.19,90.13,126.48,125.17,119.62,132.21,106.73,102.69,106.16,115.13,102.68,95.32,105.61,86.71,153.81,96.76,103.44,96.57,122.99,104.33,98.89,91.48,102.07,94.06,102.42,62.32,97.9,101.58,100.68,87.69
"2016-10-08",0,99.82,102.51,100.17,89.64,0,92.54,0,0,0,0,0,76.37,0,0,104.08,104.66,117.57,95.39,66.03,87.74,130.3,130.44,138.93,130.46,137.67,115.59,158.88,117.27,109.44,108.02,100.3,83.39,97.54,94.28,90.89,100.22,89.71,88.15,120.62,102.39,138.43,100.64,103.88,104.66,100.64,106.44,88.83,97.31,93.63,100.24,113.91,121.59,104.78,101.95,100.76,114.75,106.89,119.22,101.47,117.07,92.47,98.43,133.03,99.77,94.11,89.63,82.62,64.11,0,80.56,69.72
"2016-10-09",0,156.83,0,0,0,0,0,0,0,0,0,0,94.12,84.52,133.36,0,86.35,97.56,105.17,119.66,124.75,127.66,150.68,151.33,151.23,172.16,174.38,178.77,117.69,131.72,109.37,116.88,96.75,119.77,88.08,120.78,114.7,103.85,80.87,107.69,105.51,88.89,110.17,86.19,114.57,106.44,86.69,91.96,100.25,117.8,116.86,100.34,106.75,103.45,125.34,115.89,97.76,103.12,102.72,79.92,99.27,98.9,81.27,0,99.26,97.04,74.79,0,168.59,83.69,87.27,0
"2016-10-10",78.85,91.54,0,94.77,85.93,0,94.52,0,0,0,0,130.99,86.64,94.07,95.06,0,108.86,97.25,94.29,125.85,104.37,159.4,158.96,151.5,146.38,133.1,144.99,202.23,167.24,103.07,127.03,117.92,104.88,105.09,128.18,86.02,125.69,95.99,96.74,119.1,105.21,110.06,115.67,115.54,90.37,95.19,108.86,106.36,91.55,102.54,103.27,119.23,123.44,118.2,129.3,138.81,100.94,98.6,115.92,114.93,110.76,109.13,119.41,0,0,92.28,91.29,90.93,125.88,131.09,79.6,0
"2016-10-11",0,107.8,86.17,0,0,0,0,0,70.4,117.3,0,0,0,0,144.36,117.14,96.02,95.46,97.47,127.9,93.58,136.09,122.1,137.73,146.16,142.23,180.4,142.72,121.82,99.57,134.14,122.61,85.78,96.18,114.77,96.14,75.63,105.85,77.98,119.45,117.84,122.76,84.14,104.73,95.86,110.68,110.43,100.29,102.97,100.22,97.48,102.2,98.2,124.74,112.86,121.82,100.6,104.26,98.88,115.81,98.23,104.47,119.45,0,110.05,91.72,95.4,97.33,84.92,0,73.12,0
"2016-10-12",55.96,0,70.64,23.23,108.85,67.3,0,89.27,0,0,0,0,82.2,0,135.59,104.53,0,99.03,93.64,135.08,98.11,153.15,138.74,138.92,171.63,169.37,188.9,172.93,138.97,143.11,106.16,99.85,120.28,104.64,86.18,99.2,81.89,100.87,95,119.6,92.87,112.77,105.32,109.13,91.23,119.07,96.75,99.73,97.4,83.99,98.89,104.26,106.87,114.99,113.32,112.96,119.21,115.29,92.22,101.71,100,110.36,129.62,88.74,79.94,89.55,112.08,46.24,85.95,0,114.68,56.12
"2016-10-13",0,91.02,60.71,58.55,0,0,93.48,95.52,103.75,83.54,0,0,73.95,106.28,0,0,92.81,87,102.4,92.64,126.67,150.61,106.68,114.64,176.52,105.61,159.42,156.36,152.91,96.76,105.11,119.3,96.98,105.31,90.53,103.14,102.66,111.18,106.79,106.7,118.16,104.11,97.62,102.5,96.49,120.77,117.47,105.43,97.46,99.4,119.27,106.23,108.75,120.05,113.05,116.78,102.01,95.36,122.31,116.88,99.64,86.57,103.56,78.62,75,67,74.56,133.8,81.17,0,148.21,0
"2016-10-14",0,0,0,60.29,90.57,0,0,0,86.82,0,63.68,0,0,67.72,128.25,89.97,106.96,0,114.99,101.42,132.44,99.05,157.59,124.89,134.78,124.29,131.71,139.54,120.72,118.93,112.94,101.13,115.66,108.9,96.24,111.84,90.44,96.87,96.27,106.07,95.45,92.3,72.31,0,0,0,0,90.91,108.57,124.24,113.45,107.08,107.79,113.54,120.43,98.43,143.32,133.7,103.6,119.48,95.09,89.66,116.39,135.84,140.65,107.42,107.45,81.63,99.01,102.58,98.14,0
"2016-10-15",79.96,0,74.16,0,0,88.16,82.66,0,0,99.41,0,0,99.17,90.26,0,134.72,0,0,86.17,96.84,114.14,153.29,148.45,26.01,0,0,294.9,293.83,28.99,0,0,122.4,132.98,102.78,124.12,110.14,98.9,102.03,106.82,121.48,108.56,107.19,101.44,129.67,122.52,126.49,142.15,105.97,137.21,136.59,170.95,142.31,119.23,118.18,129.62,107.73,107.36,94.13,84.68,116.6,113.54,85.96,96.01,117.13,79.09,85.04,98.05,0,86.81,92.43,118.31,91.96
"2016-10-16",0,0,97.71,90.82,0,0,0,0,0,108.86,0,126.42,0,0,0,146.96,131.23,94.31,88.43,97.01,87.78,86.11,109.48,101.45,114.11,129.44,150.17,117.91,129.87,156.84,158.75,132.77,95.12,178.48,165.33,95.59,93.59,95.45,105.63,101.32,113.78,155.89,152.64,118.46,114.03,112.36,123.11,85.67,154.54,164.68,150.38,133.14,137.67,93.54,122.99,123.19,138.42,104.94,0,108.22,98.34,104.32,92.02,0,100.86,105.93,103.64,105.03,77.51,98.93,112.98,84.51
"2016-10-17",89.41,77.48,89.99,0,0,0,0,0,0,0,88.02,0,91.66,98.93,0,89.77,77.12,72.77,68.25,140.63,121.21,178.79,143.62,151.36,147.72,0,265.12,306.64,167.55,128.11,118.49,132.14,111.23,121.11,100.78,98.61,99.45,104.89,97.24,115.67,104.94,93.51,84.48,100.53,95.68,107.57,91.62,131.03,109.92,111.73,118.2,125.57,122,125.55,158.01,115.05,116.37,107.77,92.59,86.11,101.3,108.61,80.69,112.61,103.68,100.03,80.1,71.97,83.76,103.69,91.59,113.94
