"","X","date","hour","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","A_2","A_3","B_1","B_3","C_1","y"
"7086",7086,"2016-08-04","09:20",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,0,0,291.7
"7087",7087,"2016-08-04","09:40",1001.8,1006.6,28,1.7,32.2,63,0,1,0,0,0,0,72.73
"7088",7088,"2016-08-04","09:40",1001.8,1006.6,28,1.7,32.2,63,0,0,1,0,0,0,176.35
"7089",7089,"2016-08-04","09:40",1001.8,1006.6,28,1.7,32.2,63,0,0,0,1,0,0,84.78
"7090",7090,"2016-08-04","09:40",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,1,0,158.4
"7091",7091,"2016-08-04","09:40",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,0,1,NA
"7092",7092,"2016-08-04","09:40",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,0,0,NA
"7093",7093,"2016-08-04","10:00",1001.8,1006.6,28,1.7,32.2,63,0,1,0,0,0,0,87.92
"7094",7094,"2016-08-04","10:00",1001.8,1006.6,28,1.7,32.2,63,0,0,1,0,0,0,77.54
"7095",7095,"2016-08-04","10:00",1001.8,1006.6,28,1.7,32.2,63,0,0,0,1,0,0,109.8
"7096",7096,"2016-08-04","10:00",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,1,0,134.43
"7097",7097,"2016-08-04","10:00",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,0,1,NA
"7098",7098,"2016-08-04","10:00",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,0,0,NA
"7099",7099,"2016-08-04","10:20",1001.8,1006.6,28,1.7,32.2,63,0,1,0,0,0,0,91.69
"7100",7100,"2016-08-04","10:20",1001.8,1006.6,28,1.7,32.2,63,0,0,1,0,0,0,92.19
"7101",7101,"2016-08-04","10:20",1001.8,1006.6,28,1.7,32.2,63,0,0,0,1,0,0,NA
"7102",7102,"2016-08-04","10:20",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,1,0,112.66
"7103",7103,"2016-08-04","10:20",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,0,1,199.48
"7104",7104,"2016-08-04","10:20",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,0,0,139.57
"7105",7105,"2016-08-04","10:40",1001.8,1006.6,28,1.7,32.2,63,0,1,0,0,0,0,68.5
"7106",7106,"2016-08-04","10:40",1001.8,1006.6,28,1.7,32.2,63,0,0,1,0,0,0,204.46
"7107",7107,"2016-08-04","10:40",1001.8,1006.6,28,1.7,32.2,63,0,0,0,1,0,0,NA
"7108",7108,"2016-08-04","10:40",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,1,0,149.31
"7109",7109,"2016-08-04","10:40",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,0,1,205.75
"7110",7110,"2016-08-04","10:40",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,0,0,NA
"7111",7111,"2016-08-04","11:00",1001.8,1006.6,28,1.7,32.2,63,0,1,0,0,0,0,88.62
"7112",7112,"2016-08-04","11:00",1001.8,1006.6,28,1.7,32.2,63,0,0,1,0,0,0,141.43
"7113",7113,"2016-08-04","11:00",1001.8,1006.6,28,1.7,32.2,63,0,0,0,1,0,0,NA
"7114",7114,"2016-08-04","11:00",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,1,0,120.77
"7115",7115,"2016-08-04","11:00",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,0,1,153.58
"7116",7116,"2016-08-04","11:00",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,0,0,221.13
"7117",7117,"2016-08-04","11:20",1001.8,1006.6,28,1.7,32.2,63,0,1,0,0,0,0,77.92
"7118",7118,"2016-08-04","11:20",1001.8,1006.6,28,1.7,32.2,63,0,0,1,0,0,0,NA
"7119",7119,"2016-08-04","11:20",1001.8,1006.6,28,1.7,32.2,63,0,0,0,1,0,0,88.4
"7120",7120,"2016-08-04","11:20",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,1,0,142.1
"7121",7121,"2016-08-04","11:20",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,0,1,135.88
"7122",7122,"2016-08-04","11:20",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,0,0,NA
"7123",7123,"2016-08-04","11:40",1001.8,1006.6,28,1.7,32.2,63,0,1,0,0,0,0,57.55
"7124",7124,"2016-08-04","11:40",1001.8,1006.6,28,1.7,32.2,63,0,0,1,0,0,0,110.35
"7125",7125,"2016-08-04","11:40",1001.8,1006.6,28,1.7,32.2,63,0,0,0,1,0,0,NA
"7126",7126,"2016-08-04","11:40",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,1,0,108.88
"7127",7127,"2016-08-04","11:40",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,0,1,143.16
"7128",7128,"2016-08-04","11:40",1001.8,1006.6,28,1.7,32.2,63,0,0,0,0,0,0,172.97
"7129",7129,"2016-08-04","12:00",1003.2,1008.1,203,3.8,29.7,75,0,1,0,0,0,0,53.13
"7130",7130,"2016-08-04","12:00",1003.2,1008.1,203,3.8,29.7,75,0,0,1,0,0,0,NA
"7131",7131,"2016-08-04","12:00",1003.2,1008.1,203,3.8,29.7,75,0,0,0,1,0,0,NA
"7132",7132,"2016-08-04","12:00",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,1,0,99.63
"7133",7133,"2016-08-04","12:00",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,0,1,133.39
"7134",7134,"2016-08-04","12:00",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,0,0,NA
"7135",7135,"2016-08-04","12:20",1003.2,1008.1,203,3.8,29.7,75,0,1,0,0,0,0,49.64
"7136",7136,"2016-08-04","12:20",1003.2,1008.1,203,3.8,29.7,75,0,0,1,0,0,0,127.8
"7137",7137,"2016-08-04","12:20",1003.2,1008.1,203,3.8,29.7,75,0,0,0,1,0,0,NA
"7138",7138,"2016-08-04","12:20",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,1,0,163.7
"7139",7139,"2016-08-04","12:20",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,0,1,NA
"7140",7140,"2016-08-04","12:20",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,0,0,259.16
"7141",7141,"2016-08-04","12:40",1003.2,1008.1,203,3.8,29.7,75,0,1,0,0,0,0,60.85
"7142",7142,"2016-08-04","12:40",1003.2,1008.1,203,3.8,29.7,75,0,0,1,0,0,0,108.81
"7143",7143,"2016-08-04","12:40",1003.2,1008.1,203,3.8,29.7,75,0,0,0,1,0,0,91.32
"7144",7144,"2016-08-04","12:40",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,1,0,129.56
"7145",7145,"2016-08-04","12:40",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,0,1,163.8
"7146",7146,"2016-08-04","12:40",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,0,0,NA
"7147",7147,"2016-08-04","13:00",1003.2,1008.1,203,3.8,29.7,75,0,1,0,0,0,0,58.22
"7148",7148,"2016-08-04","13:00",1003.2,1008.1,203,3.8,29.7,75,0,0,1,0,0,0,153.64
"7149",7149,"2016-08-04","13:00",1003.2,1008.1,203,3.8,29.7,75,0,0,0,1,0,0,NA
"7150",7150,"2016-08-04","13:00",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,1,0,63.43
"7151",7151,"2016-08-04","13:00",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,0,1,150.75
"7152",7152,"2016-08-04","13:00",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,0,0,214.64
"7153",7153,"2016-08-04","13:20",1003.2,1008.1,203,3.8,29.7,75,0,1,0,0,0,0,60.71
"7154",7154,"2016-08-04","13:20",1003.2,1008.1,203,3.8,29.7,75,0,0,1,0,0,0,118.35
"7155",7155,"2016-08-04","13:20",1003.2,1008.1,203,3.8,29.7,75,0,0,0,1,0,0,NA
"7156",7156,"2016-08-04","13:20",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,1,0,147.86
"7157",7157,"2016-08-04","13:20",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,0,1,189.19
"7158",7158,"2016-08-04","13:20",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,0,0,222.81
"7159",7159,"2016-08-04","13:40",1003.2,1008.1,203,3.8,29.7,75,0,1,0,0,0,0,102.2
"7160",7160,"2016-08-04","13:40",1003.2,1008.1,203,3.8,29.7,75,0,0,1,0,0,0,78.12
"7161",7161,"2016-08-04","13:40",1003.2,1008.1,203,3.8,29.7,75,0,0,0,1,0,0,24.29
"7162",7162,"2016-08-04","13:40",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,1,0,79.43
"7163",7163,"2016-08-04","13:40",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,0,1,145.31
"7164",7164,"2016-08-04","13:40",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,0,0,167.76
"7165",7165,"2016-08-04","14:00",1003.2,1008.1,203,3.8,29.7,75,0,1,0,0,0,0,65.57
"7166",7166,"2016-08-04","14:00",1003.2,1008.1,203,3.8,29.7,75,0,0,1,0,0,0,119.44
"7167",7167,"2016-08-04","14:00",1003.2,1008.1,203,3.8,29.7,75,0,0,0,1,0,0,148.35
"7168",7168,"2016-08-04","14:00",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,1,0,117.1
"7169",7169,"2016-08-04","14:00",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,0,1,NA
"7170",7170,"2016-08-04","14:00",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,0,0,220.94
"7171",7171,"2016-08-04","14:20",1003.2,1008.1,203,3.8,29.7,75,0,1,0,0,0,0,56.12
"7172",7172,"2016-08-04","14:20",1003.2,1008.1,203,3.8,29.7,75,0,0,1,0,0,0,96.69
"7173",7173,"2016-08-04","14:20",1003.2,1008.1,203,3.8,29.7,75,0,0,0,1,0,0,NA
"7174",7174,"2016-08-04","14:20",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,1,0,168.05
"7175",7175,"2016-08-04","14:20",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,0,1,132.22
"7176",7176,"2016-08-04","14:20",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,0,0,137.99
"7177",7177,"2016-08-04","14:40",1003.2,1008.1,203,3.8,29.7,75,0,1,0,0,0,0,62.73
"7178",7178,"2016-08-04","14:40",1003.2,1008.1,203,3.8,29.7,75,0,0,1,0,0,0,131.33
"7179",7179,"2016-08-04","14:40",1003.2,1008.1,203,3.8,29.7,75,0,0,0,1,0,0,81.81
"7180",7180,"2016-08-04","14:40",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,1,0,96.04
"7181",7181,"2016-08-04","14:40",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,0,1,188.8
"7182",7182,"2016-08-04","14:40",1003.2,1008.1,203,3.8,29.7,75,0,0,0,0,0,0,NA
"7183",7183,"2016-08-04","15:00",1004.2,1009.1,266,1.8,26.7,86,0,1,0,0,0,0,70.58
"7184",7184,"2016-08-04","15:00",1004.2,1009.1,266,1.8,26.7,86,0,0,1,0,0,0,70.79
"7185",7185,"2016-08-04","15:00",1004.2,1009.1,266,1.8,26.7,86,0,0,0,1,0,0,62.69
"7186",7186,"2016-08-04","15:00",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,1,0,126.87
"7187",7187,"2016-08-04","15:00",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,0,1,163.54
"7188",7188,"2016-08-04","15:00",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,0,0,NA
"7189",7189,"2016-08-04","15:20",1004.2,1009.1,266,1.8,26.7,86,0,1,0,0,0,0,77.6
"7190",7190,"2016-08-04","15:20",1004.2,1009.1,266,1.8,26.7,86,0,0,1,0,0,0,140.6
"7191",7191,"2016-08-04","15:20",1004.2,1009.1,266,1.8,26.7,86,0,0,0,1,0,0,144.6
"7192",7192,"2016-08-04","15:20",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,1,0,87.72
"7193",7193,"2016-08-04","15:20",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,0,1,226.12
"7194",7194,"2016-08-04","15:20",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,0,0,165.31
"7195",7195,"2016-08-04","15:40",1004.2,1009.1,266,1.8,26.7,86,0,1,0,0,0,0,105.86
"7196",7196,"2016-08-04","15:40",1004.2,1009.1,266,1.8,26.7,86,0,0,1,0,0,0,123.54
"7197",7197,"2016-08-04","15:40",1004.2,1009.1,266,1.8,26.7,86,0,0,0,1,0,0,53.71
"7198",7198,"2016-08-04","15:40",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,1,0,70.39
"7199",7199,"2016-08-04","15:40",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,0,1,152.34
"7200",7200,"2016-08-04","15:40",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,0,0,138.79
"7201",7201,"2016-08-04","16:00",1004.2,1009.1,266,1.8,26.7,86,0,1,0,0,0,0,77.3
"7202",7202,"2016-08-04","16:00",1004.2,1009.1,266,1.8,26.7,86,0,0,1,0,0,0,113.05
"7203",7203,"2016-08-04","16:00",1004.2,1009.1,266,1.8,26.7,86,0,0,0,1,0,0,78.86
"7204",7204,"2016-08-04","16:00",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,1,0,133.93
"7205",7205,"2016-08-04","16:00",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,0,1,147.22
"7206",7206,"2016-08-04","16:00",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,0,0,222.33
"7207",7207,"2016-08-04","16:20",1004.2,1009.1,266,1.8,26.7,86,0,1,0,0,0,0,51.82
"7208",7208,"2016-08-04","16:20",1004.2,1009.1,266,1.8,26.7,86,0,0,1,0,0,0,118
"7209",7209,"2016-08-04","16:20",1004.2,1009.1,266,1.8,26.7,86,0,0,0,1,0,0,67.6
"7210",7210,"2016-08-04","16:20",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,1,0,117.28
"7211",7211,"2016-08-04","16:20",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,0,1,129.59
"7212",7212,"2016-08-04","16:20",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,0,0,192.68
"7213",7213,"2016-08-04","16:40",1004.2,1009.1,266,1.8,26.7,86,0,1,0,0,0,0,60.51
"7214",7214,"2016-08-04","16:40",1004.2,1009.1,266,1.8,26.7,86,0,0,1,0,0,0,236.04
"7215",7215,"2016-08-04","16:40",1004.2,1009.1,266,1.8,26.7,86,0,0,0,1,0,0,NA
"7216",7216,"2016-08-04","16:40",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,1,0,137.22
"7217",7217,"2016-08-04","16:40",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,0,1,NA
"7218",7218,"2016-08-04","16:40",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,0,0,166.52
"7219",7219,"2016-08-04","17:00",1004.2,1009.1,266,1.8,26.7,86,0,1,0,0,0,0,78.6
"7220",7220,"2016-08-04","17:00",1004.2,1009.1,266,1.8,26.7,86,0,0,1,0,0,0,93.48
"7221",7221,"2016-08-04","17:00",1004.2,1009.1,266,1.8,26.7,86,0,0,0,1,0,0,86.04
"7222",7222,"2016-08-04","17:00",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,1,0,160.68
"7223",7223,"2016-08-04","17:00",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,0,1,173
"7224",7224,"2016-08-04","17:00",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,0,0,251.76
"7225",7225,"2016-08-04","17:20",1004.2,1009.1,266,1.8,26.7,86,0,1,0,0,0,0,123.56
"7226",7226,"2016-08-04","17:20",1004.2,1009.1,266,1.8,26.7,86,0,0,1,0,0,0,195.79
"7227",7227,"2016-08-04","17:20",1004.2,1009.1,266,1.8,26.7,86,0,0,0,1,0,0,NA
"7228",7228,"2016-08-04","17:20",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,1,0,146.64
"7229",7229,"2016-08-04","17:20",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,0,1,NA
"7230",7230,"2016-08-04","17:20",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,0,0,NA
"7231",7231,"2016-08-04","17:40",1004.2,1009.1,266,1.8,26.7,86,0,1,0,0,0,0,75.47
"7232",7232,"2016-08-04","17:40",1004.2,1009.1,266,1.8,26.7,86,0,0,1,0,0,0,129.65
"7233",7233,"2016-08-04","17:40",1004.2,1009.1,266,1.8,26.7,86,0,0,0,1,0,0,NA
"7234",7234,"2016-08-04","17:40",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,1,0,131.08
"7235",7235,"2016-08-04","17:40",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,0,1,243
"7236",7236,"2016-08-04","17:40",1004.2,1009.1,266,1.8,26.7,86,0,0,0,0,0,0,NA
"7237",7237,"2016-08-04","18:00",1002.8,1007.6,226,1.8,26,85,0,1,0,0,0,0,66.01
"7238",7238,"2016-08-04","18:00",1002.8,1007.6,226,1.8,26,85,0,0,1,0,0,0,93.51
"7239",7239,"2016-08-04","18:00",1002.8,1007.6,226,1.8,26,85,0,0,0,1,0,0,NA
"7240",7240,"2016-08-04","18:00",1002.8,1007.6,226,1.8,26,85,0,0,0,0,1,0,159.86
"7241",7241,"2016-08-04","18:00",1002.8,1007.6,226,1.8,26,85,0,0,0,0,0,1,255.99
"7242",7242,"2016-08-04","18:00",1002.8,1007.6,226,1.8,26,85,0,0,0,0,0,0,NA
"7243",7243,"2016-08-04","18:20",1002.8,1007.6,226,1.8,26,85,0,1,0,0,0,0,61.83
"7244",7244,"2016-08-04","18:20",1002.8,1007.6,226,1.8,26,85,0,0,1,0,0,0,109.51
"7245",7245,"2016-08-04","18:20",1002.8,1007.6,226,1.8,26,85,0,0,0,1,0,0,NA
"7246",7246,"2016-08-04","18:20",1002.8,1007.6,226,1.8,26,85,0,0,0,0,1,0,145.69
"7247",7247,"2016-08-04","18:20",1002.8,1007.6,226,1.8,26,85,0,0,0,0,0,1,221.95
"7248",7248,"2016-08-04","18:20",1002.8,1007.6,226,1.8,26,85,0,0,0,0,0,0,NA
"7249",7249,"2016-08-04","18:40",1002.8,1007.6,226,1.8,26,85,0,1,0,0,0,0,58.91
"7250",7250,"2016-08-04","18:40",1002.8,1007.6,226,1.8,26,85,0,0,1,0,0,0,110.4
"7251",7251,"2016-08-04","18:40",1002.8,1007.6,226,1.8,26,85,0,0,0,1,0,0,132.53
"7252",7252,"2016-08-04","18:40",1002.8,1007.6,226,1.8,26,85,0,0,0,0,1,0,141.7
"7253",7253,"2016-08-04","18:40",1002.8,1007.6,226,1.8,26,85,0,0,0,0,0,1,175.87
"7254",7254,"2016-08-04","18:40",1002.8,1007.6,226,1.8,26,85,0,0,0,0,0,0,174.43
"7255",7255,"2016-08-04","19:00",1002.8,1007.6,226,1.8,26,85,0,1,0,0,0,0,72.18
"7256",7256,"2016-08-04","19:00",1002.8,1007.6,226,1.8,26,85,0,0,1,0,0,0,126.15
"7257",7257,"2016-08-04","19:00",1002.8,1007.6,226,1.8,26,85,0,0,0,1,0,0,188.21
"7258",7258,"2016-08-04","19:00",1002.8,1007.6,226,1.8,26,85,0,0,0,0,1,0,180.86
"7259",7259,"2016-08-04","19:00",1002.8,1007.6,226,1.8,26,85,0,0,0,0,0,1,NA
"7260",7260,"2016-08-04","19:00",1002.8,1007.6,226,1.8,26,85,0,0,0,0,0,0,180.37
"7261",7261,"2016-08-04","19:20",1002.8,1007.6,226,1.8,26,85,0,1,0,0,0,0,73.69
"7262",7262,"2016-08-04","19:20",1002.8,1007.6,226,1.8,26,85,0,0,1,0,0,0,125.67
"7263",7263,"2016-08-04","19:20",1002.8,1007.6,226,1.8,26,85,0,0,0,1,0,0,NA
"7264",7264,"2016-08-04","19:20",1002.8,1007.6,226,1.8,26,85,0,0,0,0,1,0,112.65
"7265",7265,"2016-08-04","19:20",1002.8,1007.6,226,1.8,26,85,0,0,0,0,0,1,NA
"7266",7266,"2016-08-04","19:20",1002.8,1007.6,226,1.8,26,85,0,0,0,0,0,0,NA
"7267",7267,"2016-08-04","19:40",1002.8,1007.6,226,1.8,26,85,0,1,0,0,0,0,78.76
"7268",7268,"2016-08-04","19:40",1002.8,1007.6,226,1.8,26,85,0,0,1,0,0,0,96.35
"7269",7269,"2016-08-04","19:40",1002.8,1007.6,226,1.8,26,85,0,0,0,1,0,0,NA
"7270",7270,"2016-08-04","19:40",1002.8,1007.6,226,1.8,26,85,0,0,0,0,1,0,82
"7271",7271,"2016-08-04","19:40",1002.8,1007.6,226,1.8,26,85,0,0,0,0,0,1,265.11
"7272",7272,"2016-08-04","19:40",1002.8,1007.6,226,1.8,26,85,0,0,0,0,0,0,NA
"7273",7273,"2016-08-04","20:00",1002.8,1007.6,226,1.8,26,85,0,1,0,0,0,0,66.93
"7274",7274,"2016-08-04","20:00",1002.8,1007.6,226,1.8,26,85,0,0,1,0,0,0,114.59
"7275",7275,"2016-08-04","20:00",1002.8,1007.6,226,1.8,26,85,0,0,0,1,0,0,NA
"7276",7276,"2016-08-04","20:00",1002.8,1007.6,226,1.8,26,85,0,0,0,0,1,0,109.52
"7277",7277,"2016-08-04","20:00",1002.8,1007.6,226,1.8,26,85,0,0,0,0,0,1,NA
"7278",7278,"2016-08-04","20:00",1002.8,1007.6,226,1.8,26,85,0,0,0,0,0,0,NA
"7279",7279,"2016-08-04","20:20",1002.8,1007.6,226,1.8,26,85,0,1,0,0,0,0,78.66
"7280",7280,"2016-08-04","20:20",1002.8,1007.6,226,1.8,26,85,0,0,1,0,0,0,123.6
"7281",7281,"2016-08-04","20:20",1002.8,1007.6,226,1.8,26,85,0,0,0,1,0,0,NA
"7282",7282,"2016-08-04","20:20",1002.8,1007.6,226,1.8,26,85,0,0,0,0,1,0,136.94
"7283",7283,"2016-08-04","20:20",1002.8,1007.6,226,1.8,26,85,0,0,0,0,0,1,NA
"7284",7284,"2016-08-04","20:20",1002.8,1007.6,226,1.8,26,85,0,0,0,0,0,0,NA
"7285",7285,"2016-08-04","20:40",1002.8,1007.6,226,1.8,26,85,0,1,0,0,0,0,63.98
"7286",7286,"2016-08-04","20:40",1002.8,1007.6,226,1.8,26,85,0,0,1,0,0,0,114.63
"7287",7287,"2016-08-04","20:40",1002.8,1007.6,226,1.8,26,85,0,0,0,1,0,0,109.29
"7288",7288,"2016-08-04","20:40",1002.8,1007.6,226,1.8,26,85,0,0,0,0,1,0,115.17
"7289",7289,"2016-08-04","20:40",1002.8,1007.6,226,1.8,26,85,0,0,0,0,0,1,206.92
"7290",7290,"2016-08-04","20:40",1002.8,1007.6,226,1.8,26,85,0,0,0,0,0,0,NA
"7291",7291,"2016-08-04","21:00",1003.5,1008.3,999017,0,25.6,89,0,1,0,0,0,0,53.02
"7292",7292,"2016-08-04","21:00",1003.5,1008.3,999017,0,25.6,89,0,0,1,0,0,0,NA
"7293",7293,"2016-08-04","21:00",1003.5,1008.3,999017,0,25.6,89,0,0,0,1,0,0,117.27
"7294",7294,"2016-08-04","21:00",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,1,0,140.64
"7295",7295,"2016-08-04","21:00",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,0,1,NA
"7296",7296,"2016-08-04","21:00",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,0,0,244.45
"7297",7297,"2016-08-04","21:20",1003.5,1008.3,999017,0,25.6,89,0,1,0,0,0,0,55.62
"7298",7298,"2016-08-04","21:20",1003.5,1008.3,999017,0,25.6,89,0,0,1,0,0,0,NA
"7299",7299,"2016-08-04","21:20",1003.5,1008.3,999017,0,25.6,89,0,0,0,1,0,0,NA
"7300",7300,"2016-08-04","21:20",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,1,0,113.74
"7301",7301,"2016-08-04","21:20",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,0,1,NA
"7302",7302,"2016-08-04","21:20",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,0,0,NA
"7303",7303,"2016-08-04","21:40",1003.5,1008.3,999017,0,25.6,89,0,1,0,0,0,0,47.82
"7304",7304,"2016-08-04","21:40",1003.5,1008.3,999017,0,25.6,89,0,0,1,0,0,0,187.52
"7305",7305,"2016-08-04","21:40",1003.5,1008.3,999017,0,25.6,89,0,0,0,1,0,0,NA
"7306",7306,"2016-08-04","21:40",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,1,0,NA
"7307",7307,"2016-08-04","21:40",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,0,1,NA
"7308",7308,"2016-08-04","21:40",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,0,0,NA
"7309",7309,"2016-08-04","22:00",1003.5,1008.3,999017,0,25.6,89,0,1,0,0,0,0,61.1
"7310",7310,"2016-08-04","22:00",1003.5,1008.3,999017,0,25.6,89,0,0,1,0,0,0,93.47
"7311",7311,"2016-08-04","22:00",1003.5,1008.3,999017,0,25.6,89,0,0,0,1,0,0,NA
"7312",7312,"2016-08-04","22:00",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,1,0,NA
"7313",7313,"2016-08-04","22:00",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,0,1,NA
"7314",7314,"2016-08-04","22:00",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,0,0,NA
"7315",7315,"2016-08-04","22:20",1003.5,1008.3,999017,0,25.6,89,0,1,0,0,0,0,37.87
"7316",7316,"2016-08-04","22:20",1003.5,1008.3,999017,0,25.6,89,0,0,1,0,0,0,NA
"7317",7317,"2016-08-04","22:20",1003.5,1008.3,999017,0,25.6,89,0,0,0,1,0,0,NA
"7318",7318,"2016-08-04","22:20",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,1,0,NA
"7319",7319,"2016-08-04","22:20",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,0,1,86.59
"7320",7320,"2016-08-04","22:20",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,0,0,NA
"7321",7321,"2016-08-04","22:40",1003.5,1008.3,999017,0,25.6,89,0,1,0,0,0,0,51.27
"7322",7322,"2016-08-04","22:40",1003.5,1008.3,999017,0,25.6,89,0,0,1,0,0,0,124.96
"7323",7323,"2016-08-04","22:40",1003.5,1008.3,999017,0,25.6,89,0,0,0,1,0,0,NA
"7324",7324,"2016-08-04","22:40",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,1,0,NA
"7325",7325,"2016-08-04","22:40",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,0,1,NA
"7326",7326,"2016-08-04","22:40",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,0,0,NA
"7327",7327,"2016-08-04","23:00",1003.5,1008.3,999017,0,25.6,89,0,1,0,0,0,0,53.55
"7328",7328,"2016-08-04","23:00",1003.5,1008.3,999017,0,25.6,89,0,0,1,0,0,0,NA
"7329",7329,"2016-08-04","23:00",1003.5,1008.3,999017,0,25.6,89,0,0,0,1,0,0,NA
"7330",7330,"2016-08-04","23:00",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,1,0,89.4
"7331",7331,"2016-08-04","23:00",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,0,1,NA
"7332",7332,"2016-08-04","23:00",1003.5,1008.3,999017,0,25.6,89,0,0,0,0,0,0,NA
"7333",7333,"2016-08-04","23:20",1003.5,1008.3,999017,0,25.6,89,0,1,0,0,0,0,NA
